3000000.000000,26.075640,-0.000000,
3100000.000000,25.046328,-17.107347,
3200000.000000,24.101608,-25.458614,
3300000.000000,23.204819,-34.169441,
3400000.000000,22.317022,-40.346790,
3500000.000000,21.387516,-46.260540,
3600000.000000,20.567945,-50.416943,
3700000.000000,19.738583,-54.804005,
3800000.000000,18.986845,-58.279362,
3900000.000000,18.118828,-62.044823,
4000000.000000,17.283762,-64.092392,
4100000.000000,16.531786,-66.225693,
4200000.000000,15.810505,-67.773193,
4300000.000000,15.107275,-69.504135,
4400000.000000,14.390059,-70.587563,
4500000.000000,13.715089,-71.656853,
4600000.000000,13.007608,-72.110138,
4700000.000000,12.389220,-72.298424,
4800000.000000,11.782330,-72.336891,
4900000.000000,11.202993,-72.237411,
5000000.000000,10.639329,-71.780365,
5100000.000000,10.145044,-71.295326,
5200000.000000,9.633123,-70.684608,
5300000.000000,9.183006,-69.833969,
5400000.000000,8.754364,-68.994980,
5500000.000000,8.358206,-68.081070,
5600000.000000,7.973865,-67.001526,
5700000.000000,7.691786,-65.846733,
5800000.000000,7.428402,-65.739342,
5900000.000000,6.958243,-65.241623,
6000000.000000,6.571262,-63.632713,
6100000.000000,6.316360,-62.059753,
6200000.000000,6.067500,-60.852226,
6300000.000000,5.858765,-59.596031,
6400000.000000,5.633083,-58.550198,
6500000.000000,5.469434,-57.199368,
6600000.000000,5.322342,-56.648239,
6700000.000000,5.103374,-55.743225,
6800000.000000,4.929769,-55.099087,
6900000.000000,4.669314,-54.109303,
7000000.000000,4.509684,-52.797531,
7100000.000000,4.341094,-51.936321,
7200000.000000,4.124132,-50.625004,
7300000.000000,4.019710,-48.886147,
7400000.000000,3.969354,-47.701946,
7500000.000000,3.942128,-46.540382,
7600000.000000,3.946352,-46.159405,
7700000.000000,3.823218,-45.983448,
7800000.000000,3.665455,-45.290085,
7900000.000000,3.544375,-44.353115,
8000000.000000,3.426695,-43.359833,
8100000.000000,3.360653,-42.228020,
8200000.000000,3.287221,-41.315289,
8300000.000000,3.239315,-39.891457,
8400000.000000,3.330018,-38.940849,
8500000.000000,3.375658,-38.710644,
8600000.000000,3.368398,-38.815369,
8700000.000000,3.269857,-38.613815,
8800000.000000,3.221079,-38.372665,
8900000.000000,3.082868,-38.117676,
9000000.000000,2.947491,-37.160740,
9100000.000000,2.916628,-35.961514,
9200000.000000,2.938437,-35.069260,
9300000.000000,2.984899,-34.508129,
9400000.000000,3.018438,-34.206699,
9500000.000000,3.044271,-34.296387,
9600000.000000,2.970321,-34.284142,
9700000.000000,2.922107,-34.058701,
9800000.000000,2.842888,-33.698750,
9900000.000000,2.787844,-33.143578,
10000000.000000,2.770371,-32.326309,
10100000.000000,2.839285,-32.037380,
10200000.000000,2.829379,-32.051826,
10300000.000000,2.806048,-32.039238,
10400000.000000,2.771677,-31.736980,
10500000.000000,2.794906,-31.905655,
10600000.000000,2.705186,-32.129650,
10700000.000000,2.614091,-32.274448,
10800000.000000,2.413806,-31.884560,
10900000.000000,2.327086,-30.575527,
11000000.000000,2.361845,-29.542624,
11100000.000000,2.428070,-29.127455,
11200000.000000,2.452810,-28.906670,
11300000.000000,2.473842,-28.818150,
11400000.000000,2.485426,-28.542917,
11500000.000000,2.564429,-28.903357,
11600000.000000,2.458095,-29.634428,
