47570806.100,-87.217,
49541394.336,-89.749,
49976034.858,-88.677,
49953159.041,-88.974,
50327886.710,-90.344,
50909586.057,-90.078,
52662309.368,-89.761,
51675381.264,-89.090,
54947712.418,-89.817,
55142701.525,-88.034,
56906318.083,-87.851,
55412854.031,-89.488,
55074074.074,-89.542,
54767973.856,-89.733,
55088235.294,-91.087,
57303921.569,-91.385,
60004357.298,-88.965,
57018518.519,-86.576,
58046840.959,-88.159,
58405228.758,-91.090,
59340958.606,-92.285,
58985838.780,-92.113,
59540305.011,-91.906,
59435729.847,-90.939,
60142701.525,-89.155,
60119825.708,-89.392,
61077342.048,-90.181,
61784313.725,-91.784,
62055555.556,-94.852,
62452069.717,-93.918,
63943355.120,-94.509,
63550108.932,-92.200,
68271241.830,-92.895,
68155773.420,-92.824,
68977124.183,-94.284,
69983660.131,-93.855,
69220043.573,-90.819,
70765795.207,-90.501,
70873638.344,-90.957,
71564270.153,-92.598,
72009803.922,-92.357,
71033769.063,-91.589,
70297385.621,-91.706,
72006535.948,-90.990,
71444444.444,-88.776,
74656862.745,-89.440,
75260348.584,-90.335,
72007625.272,-90.253,
72006535.948,-88.629,
75431372.549,-88.821,
76584967.320,-89.437,
75908496.732,-91.431,
74622004.357,-90.231,
77954248.366,-88.654,
76237472.767,-88.678,
75321350.763,-87.657,
77526143.791,-90.466,
79278867.102,-92.485,
77159041.394,-90.857,
77452069.717,-92.879,
78687363.834,-92.116,
79639433.551,-92.395,
80248366.013,-91.841,
80100217.865,-93.417,
80572984.749,-93.125,
80969498.911,-95.473,
81001089.325,-93.260,
81130718.954,-93.423,
81674291.939,-93.791,
82718954.248,-96.709,
84008714.597,-97.450,
87689542.484,-91.317,
88086056.645,-93.121,
88901960.784,-62.255,
88906318.083,-65.536,
88910675.381,-68.131,
88898692.810,-67.353,
88897603.486,-64.271,
88885620.915,-69.759,
88889978.214,-66.282,
88905228.758,-67.621,
88909586.057,-67.450,
88903050.109,-63.946,
92720043.573,-67.837,
94135076.253,-68.300,
94106753.813,-65.178,
94116557.734,-64.055,
94099128.540,-64.572,
96293028.322,-63.578,
96297385.621,-64.598,
96312636.166,-64.359,
96295206.972,-63.496,
94099128.540,-63.712,
94108932.462,-60.548,
95513071.895,-62.144,
95490196.078,-65.736,
98501089.325,-64.757,
97138344.227,-67.961,
97126361.656,-65.964,
97114379.085,-65.590,
98507625.272,-67.567,
98501089.325,-66.249,
102710239.651,-65.795,
102692810.458,-64.018,
101896514.161,-68.817,
102728758.170,-67.549,
105096949.891,-67.598,
102699346.405,-68.642,
102692810.458,-67.383,
102675381.264,-67.757,
105087145.969,-66.643,
106496732.026,-65.881,
105084967.320,-68.561,
107502178.649,-68.267,
106526143.791,-72.946,
106519607.843,-70.913,
106513071.895,-69.013,
106490196.078,-64.223,
107496732.026,-68.124,
107528322.440,-69.930,
107500000.000,-72.423,
112852941.176,-85.100,
112644880.174,-86.543,
112905228.758,-85.682,
114352941.176,-86.214,
111699346.405,-84.597,
114966230.937,-80.212,
113968409.586,-82.760,
113346405.229,-82.526,
115017429.194,-83.009,
116704793.028,-84.689,
113757080.610,-84.918,
117835511.983,-82.684,
114147058.824,-80.062,
114952069.717,-81.204,
117587145.969,-84.407,
120009803.922,-80.085,
120014161.220,-78.812,
120013071.895,-78.643,
120011982.571,-79.079,
120010893.246,-80.701,
120009803.922,-80.154,
120014161.220,-79.023,
120013071.895,-79.570,
120011982.571,-78.333,
120010893.246,-77.337,
121120915.033,-85.993,
121898692.810,-88.126,
122839869.281,-87.491,
124467320.261,-88.290,
123153594.771,-89.069,
123615468.410,-90.000,
124692810.458,-90.079,
128863834.423,-88.182,
128862745.098,-87.087,
128861655.773,-88.227,
128860566.449,-86.411,
128864923.747,-86.686,
128863834.423,-88.364,
128862745.098,-87.508,
132015250.545,-85.366,
132014161.220,-85.869,
132013071.895,-85.075,
132011982.571,-85.762,
132010893.246,-85.881,
132015250.545,-85.669,
132014161.220,-85.644,
132013071.895,-86.751,
132011982.571,-85.017,
132010893.246,-85.734,
137434640.523,-85.943,
137433551.198,-86.176,
137786492.375,-85.887,
138684095.861,-85.152,
139352941.176,-84.675,
139547930.283,-84.982,
139432461.874,-91.091,
140330065.359,-84.699,
137785403.050,-84.345,
138492374.728,-84.847,
140016339.869,-84.752,
138844226.580,-85.157,
140526143.791,-84.627,
140759259.259,-88.893,
140523965.142,-85.064,
140174291.939,-86.035,
140761437.908,-85.141,
141152505.447,-86.042,
141505446.623,-94.551,
142136165.577,-96.283,
143180827.887,-97.265,
143179738.562,-97.596,
148500000.000,-78.468,
148498910.675,-79.031,
148497821.351,-78.668,
148502178.649,-78.312,
148501089.325,-78.231,
148500000.000,-78.673,
148498910.675,-78.823,
148497821.351,-78.152,
