frequency,power
50000000.000000,-106.716011
50108932.461874,-103.752029
50217864.923747,-101.266800
50326797.385621,-99.208641
50435729.847495,-97.518539
50544662.309368,-96.155167
50653594.771242,-95.093979
50762527.233115,-94.323051
50871459.694989,-93.840027
50980392.156863,-93.650452
51089324.618736,-93.767769
51198257.080610,-94.214462
51307189.542484,-95.024948
51416122.004357,-96.250465
51525054.466231,-97.965012
51633986.928105,-100.262535
51742919.389978,-103.172272
51851851.851852,-106.098938
51960784.313725,-106.827400
52069716.775599,-105.140976
52178649.237473,-103.315285
52287581.699346,-102.057281
52396514.161220,-101.321251
52505446.623094,-100.939415
52614379.084967,-100.711555
52723311.546841,-100.421570
52832244.008715,-99.900978
52941176.470588,-99.115898
53050108.932462,-98.167084
53159041.394336,-97.196869
53267973.856209,-96.313339
53376906.318083,-95.574509
53485838.779956,-95.001160
53594771.241830,-94.592072
53703703.703704,-94.334396
53812636.165577,-94.210144
53921568.627451,-94.200775
54030501.089325,-94.290657
54139433.551198,-94.469574
54248366.013072,-94.733368
54357298.474946,-95.082245
54466230.936819,-95.516861
54575163.398693,-96.032684
54684095.860566,-96.613770
54793028.322440,-97.227295
54901960.784314,-97.821899
55010893.246187,-98.334282
55119825.708061,-98.706833
55228758.169935,-98.910767
55337690.631808,-98.958786
55446623.093682,-98.897446
55555555.555556,-98.787506
55664488.017429,-98.686600
55773420.479303,-98.640793
55882352.941176,-98.681824
55991285.403050,-98.826180
56100217.864924,-99.073708
56209150.326797,-99.405548
56318082.788671,-99.783264
56427015.250545,-100.151680
56535947.712418,-100.448593
56644880.174292,-100.620819
56753812.636166,-100.639183
56862745.098039,-100.503616
56971677.559913,-100.237579
57080610.021786,-99.879341
57189542.483660,-99.475784
57298474.945534,-99.078560
57407407.407407,-98.740623
57516339.869281,-98.513107
57625272.331155,-98.443687
57734204.793028,-98.577362
57843137.254902,-98.958702
57952069.716776,-99.634842
58061002.178649,-100.656494
58169934.640523,-102.068283
58278867.102397,-103.855431
58387799.564270,-105.742828
58496732.026144,-106.835938
58605664.488017,-106.303955
58714596.949891,-104.860649
58823529.411765,-103.489395
58932461.873638,-102.539703
59041394.335512,-102.060081
59150326.797386,-102.023819
59259259.259259,-102.387512
59368191.721133,-103.091827
59477124.183007,-104.036522
59586056.644880,-105.034134
59694989.106754,-105.777824
59803921.568627,-105.941147
59912854.030501,-105.436234
60021786.492375,-104.475479
60130718.954248,-103.337875
60239651.416122,-102.213196
60348583.877996,-101.205894
60457516.339869,-100.373825
60566448.801743,-99.751801
60675381.263617,-99.363007
60784313.725490,-99.224937
60893246.187364,-99.354630
61002178.649237,-99.773666
61111111.111111,-100.515091
61220043.572985,-101.633270
61328976.034858,-103.219315
61437908.496732,-105.420723
61546840.958606,-108.405945
61655773.420479,-111.641884
61764705.882353,-111.504524
61873638.344227,-108.202713
61982570.806100,-105.245239
62091503.267974,-103.083038
62200435.729847,-101.546181
62309368.191721,-100.490158
62418300.653595,-99.823868
62527233.115468,-99.490662
62636165.577342,-99.454071
62745098.039216,-99.687927
62854030.501089,-100.166992
62962962.962963,-100.852417
63071895.424837,-101.665047
63180827.886710,-102.442467
63289760.348584,-102.912666
63398692.810458,-102.795135
