frequency,power
52789760.348584,-110.449753
52795206.971678,-116.644501
52800653.594771,-113.316360
52806100.217865,-115.426331
52811546.840959,-114.380112
52816993.464052,-116.206711
52822440.087146,-112.498825
52827886.710240,-113.900116
52833333.333333,-113.875488
52838779.956427,-115.553246
52844226.579521,-107.710075
52849673.202614,-109.592575
52855119.825708,-117.561981
52860566.448802,-117.236900
52866013.071895,-115.150528
52871459.694989,-117.216942
52876906.318083,-118.787140
52882352.941176,-118.460907
52887799.564270,-117.328949
52893246.187364,-116.821358
52898692.810458,-115.759003
52904139.433551,-113.922661
52909586.056645,-116.437500
52915032.679739,-117.360916
52920479.302832,-114.524643
52925925.925926,-116.280823
52931372.549020,-114.611328
52936819.172113,-111.347870
52942265.795207,-111.776810
52947712.418301,-118.469330
52953159.041394,-117.650681
52958605.664488,-116.042213
52964052.287582,-117.449478
52969498.910675,-115.209045
52974945.533769,-115.069618
52980392.156863,-116.273949
52985838.779956,-113.522301
52991285.403050,-118.861099
52996732.026144,-114.901817
53002178.649237,-113.785255
53007625.272331,-115.239342
53013071.895425,-114.603310
53018518.518519,-118.370300
53023965.141612,-118.230804
53029411.764706,-114.806068
53034858.387800,-114.011147
53040305.010893,-117.521553
53045751.633987,-120.313919
53051198.257081,-115.259026
53056644.880174,-118.754227
53062091.503268,-120.332642
53067538.126362,-120.894272
53072984.749455,-108.605835
53078431.372549,-108.304100
53083877.995643,-114.874657
53089324.618736,-118.519073
53094771.241830,-116.911072
53100217.864924,-116.800369
53105664.488017,-115.925255
53111111.111111,-117.499771
53116557.734205,-120.341095
53122004.357298,-112.863144
53127450.980392,-117.887482
53132897.603486,-114.514572
53138344.226580,-112.539780
53143790.849673,-116.145599
53149237.472767,-116.471008
53154684.095861,-118.007172
53160130.718954,-116.614822
53165577.342048,-115.014694
53171023.965142,-119.795151
53176470.588235,-114.502022
53181917.211329,-115.950966
53187363.834423,-117.326111
53192810.457516,-111.385918
53198257.080610,-112.139442
53203703.703704,-118.244919
53209150.326797,-115.739059
53214596.949891,-117.182022
53220043.572985,-113.318771
53225490.196078,-118.990509
53230936.819172,-118.605347
53236383.442266,-114.009659
53241830.065359,-118.048904
53247276.688453,-115.382797
53252723.311547,-118.311783
53258169.934641,-109.367752
53263616.557734,-117.068497
53269063.180828,-117.856636
53274509.803922,-117.170174
53279956.427015,-119.016129
53285403.050109,-117.781334
53290849.673203,-115.316040
53296296.296296,-117.184364
53301742.919390,-109.454582
53307189.542484,-108.774902
53312636.165577,-117.545990
53318082.788671,-119.316925
53323529.411765,-114.243637
53328976.034858,-116.369560
53334422.657952,-118.457596
53339869.281046,-118.739594
53345315.904139,-114.968987
53350762.527233,-108.725021
53356209.150327,-115.041168
53361655.773420,-119.866821
53367102.396514,-115.113792
53372549.019608,-117.067535
53377995.642702,-119.016281
53383442.265795,-118.494720
53388888.888889,-113.807533
53394335.511983,-115.561073
53399782.135076,-114.491730
53405228.758170,-113.405869
53410675.381264,-115.730446
53416122.004357,-117.535583
53421568.627451,-116.427063
53427015.250545,-115.014793
53432461.873638,-114.358734
53437908.496732,-103.484802
53443355.119826,-114.851418
53448801.742919,-116.503868
53454248.366013,-118.576904
53459694.989107,-116.514435
53465141.612200,-114.089890
53470588.235294,-116.103531
53476034.858388,-116.582535
53481481.481481,-116.619682
53486928.104575,-107.975685
53492374.727669,-115.577454
53497821.350763,-111.022049
53503267.973856,-115.179230
53508714.596950,-116.679039
53514161.220044,-117.399757
53519607.843137,-118.112045
53525054.466231,-120.203888
53530501.089325,-113.297699
53535947.712418,-114.053391
53541394.335512,-115.706055
53546840.958606,-115.252319
53552287.581699,-121.021301
53557734.204793,-120.755585
53563180.827887,-117.050400
53568627.450980,-118.982758
53574074.074074,-120.445770
53579520.697168,-111.444855
53584967.320261,-114.856537
53590413.943355,-115.520927
53595860.566449,-115.765007
53601307.189542,-116.743805
53606753.812636,-122.406616
53612200.435730,-120.793442
53617647.058824,-117.011345
53623093.681917,-113.835510
53628540.305011,-114.987648
53633986.928105,-115.328819
53639433.551198,-117.891434
53644880.174292,-121.309113
53650326.797386,-116.661819
53655773.420479,-117.376099
53661220.043573,-119.130753
53666666.666667,-113.606300
53672113.289760,-111.921394
53677559.912854,-116.595078
53683006.535948,-119.507660
53688453.159041,-114.876564
53693899.782135,-117.544250
53699346.405229,-119.211151
53704793.028322,-120.129074
53710239.651416,-120.362335
53715686.274510,-109.681168
53721132.897603,-115.250053
53726579.520697,-121.790268
53732026.143791,-119.110016
53737472.766885,-119.116074
53742919.389978,-113.636597
53748366.013072,-117.635864
53753812.636166,-114.964790
53759259.259259,-111.502304
53764705.882353,-114.089951
53770152.505447,-117.120346
53775599.128540,-118.488968
53781045.751634,-116.127716
53786492.374728,-116.420097
53791938.997821,-112.727364
53797385.620915,-117.806168
53802832.244009,-115.755005
53808278.867102,-116.337524
53813725.490196,-118.211426
53819172.113290,-116.729286
53824618.736383,-115.916260
53830065.359477,-115.920670
53835511.982571,-116.858589
53840958.605664,-116.580666
53846405.228758,-111.915955
53851851.851852,-112.440170
53857298.474946,-115.931839
53862745.098039,-119.768646
53868191.721133,-117.535164
53873638.344227,-119.539581
53879084.967320,-115.372330
53884531.590414,-116.357346
53889978.213508,-117.229141
53895424.836601,-112.260376
53900871.459695,-112.075562
53906318.082789,-119.202362
53911764.705882,-116.352905
53917211.328976,-119.670502
53922657.952070,-119.027985
53928104.575163,-118.988724
53933551.198257,-117.258842
53938997.821351,-117.740738
53944444.444444,-110.548134
53949891.067538,-118.450394
53955337.690632,-115.970245
53960784.313725,-114.822350
53966230.936819,-118.680359
53971677.559913,-116.192383
53977124.183007,-118.106903
53982570.806100,-115.946243
53988017.429194,-112.491943
53993464.052288,-115.433228
53998910.675381,-118.557358
54004357.298475,-116.935081
54009803.921569,-119.736038
54015250.544662,-120.232071
54020697.167756,-121.520370
54026143.790850,-120.866348
54031590.413943,-115.572296
54037037.037037,-114.476486
54042483.660131,-119.582092
54047930.283224,-113.906265
54053376.906318,-117.502838
54058823.529412,-117.843208
54064270.152505,-116.622726
54069716.775599,-116.769730
54075163.398693,-120.265518
54080610.021786,-118.183807
54086056.644880,-113.510468
54091503.267974,-117.021332
54096949.891068,-119.808975
54102396.514161,-117.060860
54107843.137255,-116.072678
54113289.760349,-114.280258
54118736.383442,-116.706406
54124183.006536,-108.591812
54129629.629630,-106.744980
54135076.252723,-112.989090
54140522.875817,-121.671707
54145969.498911,-114.302361
54151416.122004,-122.321960
54156862.745098,-120.875885
54162309.368192,-118.224091
54167755.991285,-116.688530
54173202.614379,-112.116379
54178649.237473,-117.513618
54184095.860566,-116.447983
54189542.483660,-115.086212
54194989.106754,-114.048798
54200435.729847,-117.334969
54205882.352941,-113.700264
54211328.976035,-119.353897
54216775.599129,-113.160973
54222222.222222,-115.605606
54227668.845316,-116.641075
54233115.468410,-114.383606
54238562.091503,-115.602020
54244008.714597,-117.333496
54249455.337691,-118.127884
54254901.960784,-115.780403
54260348.583878,-117.638748
54265795.206972,-113.931259
54271241.830065,-117.428925
54276688.453159,-113.876572
54282135.076253,-115.821304
54287581.699346,-116.484238
54293028.322440,-115.842712
54298474.945534,-108.724014
54303921.568627,-117.634392
54309368.191721,-96.319389
54314814.814815,-122.898224
54320261.437909,-118.081192
54325708.061002,-114.090759
54331154.684096,-116.738808
54336601.307190,-115.510109
54342047.930283,-123.527283
54347494.553377,-117.119705
54352941.176471,-111.573792
54358387.799564,-112.474281
54363834.422658,-112.748344
54369281.045752,-112.965744
54374727.668845,-117.183540
54380174.291939,-117.424507
54385620.915033,-118.903992
54391067.538126,-114.232185
54396514.161220,-114.860535
54401960.784314,-111.270645
54407407.407407,-115.557816
54412854.030501,-116.419098
54418300.653595,-117.497490
54423747.276688,-114.555519
54429193.899782,-114.282059
54434640.522876,-113.481979
54440087.145969,-113.866112
54445533.769063,-113.178818
54450980.392157,-118.432678
54456427.015251,-116.064537
54461873.638344,-114.113998
